t	z	A	theta	lambda	theta_s	lambda_s
2981000.000000	1.124690	1.679802	-0.306088	1.070292	-0.225499	-0.097975
2982000.000000	1.151884	1.685042	-0.311112	1.026878	-0.225567	-0.170718
2983000.000000	1.178923	1.690517	-0.316367	0.983423	-0.225634	-0.243462
2984000.000000	1.205793	1.696244	-0.321863	0.939923	-0.225702	-0.316206
2985000.000000	1.232484	1.702237	-0.327611	0.896379	-0.225769	-0.388949
2986000.000000	1.258982	1.708515	-0.333625	0.852787	-0.225837	-0.461693
2987000.000000	1.285275	1.715095	-0.339914	0.809146	-0.225905	-0.534437
2988000.000000	1.311346	1.721994	-0.346494	0.765454	-0.225972	-0.607180
2989000.000000	1.337179	1.729234	-0.353378	0.721708	-0.226040	-0.679924
2990000.000000	1.362756	1.736835	-0.360580	0.677906	-0.226107	-0.752668
2991000.000000	1.388057	1.744820	-0.368116	0.634047	-0.226175	-0.825411
2992000.000000	1.413064	1.753211	-0.376003	0.590128	-0.226242	-0.898155
2993000.000000	1.437753	1.762034	-0.384258	0.546147	-0.226310	-0.970899
2994000.000000	1.462098	1.771314	-0.392898	0.502102	-0.226378	-1.043642
2995000.000000	1.486074	1.781078	-0.401945	0.457991	-0.226445	-1.116386
2996000.000000	1.509650	1.791354	-0.411417	0.413811	-0.226513	-1.189129
2997000.000000	1.574465	1.820071	-0.411417	0.413811	-0.226580	-1.261873
2998000.000000	1.638797	1.849859	-0.411417	0.413811	-0.226648	-1.334617
2999000.000000	1.702568	1.880961	-0.411417	0.413811	-0.226715	-1.407360
3000000.000000	1.765688	1.913650	-0.411417	0.413811	-0.226783	-1.480104
3001000.000000	1.828053	1.948218	-0.411417	0.413811	-0.226850	-1.552847
3002000.000000	1.889540	1.984999	-0.411417	0.413811	-0.226918	-1.625591
3003000.000000	1.950004	2.024364	-0.411417	0.413811	-0.226985	-1.698335
3004000.000000	2.009270	2.066735	-0.411417	0.413811	-0.227052	-1.771078
3005000.000000	2.067134	2.112593	-0.411417	0.413811	-0.227120	-1.843822
3006000.000000	2.123350	2.162470	-0.411417	0.413811	-0.227187	-1.916565
3007000.000000	2.177621	2.216968	-0.411417	0.413811	-0.227255	-1.989309
3008000.000000	2.229596	2.276740	-0.411417	0.413811	-0.227322	-2.062052
3009000.000000	2.278851	2.342480	-0.411417	0.413811	-0.227390	-2.134796
3010000.000000	2.324892	2.414881	-0.411417	0.413811	-0.227457	-2.207540
3011000.000000	2.367138	2.494576	-0.411417	0.413811	-0.227524	-2.280283
3012000.000000	2.404932	2.582042	-0.411417	0.413811	-0.227592	-2.353027
3013000.000000	2.437554	2.677453	-0.411417	0.413811	-0.227659	-2.425770
3014000.000000	2.464252	2.780538	-0.411417	0.413811	-0.227727	-2.498514
3015000.000000	2.484303	2.890406	-0.411417	0.413811	-0.227794	-2.571257
3016000.000000	2.497084	3.005489	-0.411417	0.413811	-0.227861	-2.644001
3017000.000000	2.502156	3.123574	-0.411417	0.413811	-0.227929	-2.716744
3018000.000000	2.499337	-3.041138	-0.411417	0.413811	-0.227996	-2.789488
3019000.000000	2.488731	-2.924952	-0.411417	0.413811	-0.228063	-2.862231
3020000.000000	2.470705	-2.813407	-0.411417	0.413811	-0.228131	-2.934975
3021000.000000	2.445841	-2.708272	-0.411417	0.413811	-0.228198	-3.007718
3022000.000000	2.414839	-2.610625	-0.411417	0.413811	-0.228265	-3.080462
3023000.000000	2.378450	-2.520907	-0.411417	0.413811	-0.228333	3.129980
3024000.000000	2.337410	-2.439048	-0.411417	0.413811	-0.228400	3.057237
3025000.000000	2.292394	-2.364645	-0.411417	0.413811	-0.228467	2.984493
3026000.000000	2.244005	-2.297101	-0.411417	0.413811	-0.228535	2.911750
3027000.000000	2.192764	-2.235729	-0.411417	0.413811	-0.228602	2.839007
3028000.000000	2.139112	-2.179830	-0.411417	0.413811	-0.228669	2.766263
3029000.000000	2.083421	-2.128740	-0.411417	0.413811	-0.228736	2.693520
3030000.000000	2.026001	-2.081843	-0.411417	0.413811	-0.228804	2.620776
3031000.000000	1.967113	-2.038584	-0.411417	0.413811	-0.228871	2.548033
3032000.000000	1.906973	-1.998468	-0.411417	0.413811	-0.228938	2.475289
3033000.000000	1.845762	-1.961061	-0.411417	0.413811	-0.229005	2.402546
3034000.000000	1.783634	-1.925976	-0.411417	0.413811	-0.229072	2.329803
3035000.000000	1.720714	-1.892873	-0.411417	0.413811	-0.229140	2.257059
3036000.000000	1.657116	-1.861445	-0.411417	0.413811	-0.229207	2.184316
3037000.000000	1.592932	-1.831419	-0.411417	0.413811	-0.229274	2.111573
3038000.000000	1.486575	-1.784588	-0.420624	0.458238	-0.229341	2.038829
3039000.000000	1.379802	-1.737950	-0.427938	0.503249	-0.229408	1.966086
3040000.000000	1.272702	-1.691130	-0.433334	0.548717	-0.229476	1.893342
3041000.000000	1.165365	-1.643746	-0.436772	0.594508	-0.229543	1.820599
3042000.000000	1.057876	-1.595359	-0.438201	0.640480	-0.229610	1.747856
3043000.000000	0.950318	-1.545420	-0.437550	0.686483	-0.229677	1.675112
3044000.000000	0.842797	-1.493178	-0.434721	0.732347	-0.229744	1.602369
3045000.000000	0.735434	-1.437525	-0.429578	0.777882	-0.229811	1.529626
3046000.000000	0.628394	-1.376726	-0.421921	0.822855	-0.229878	1.456882
3047000.000000	0.521927	-1.307863	-0.411449	0.866959	-0.229945	1.384139
3048000.000000	0.416441	-1.225618	-0.397679	0.909738	-0.230013	1.311396
3049000.000000	0.312698	-1.119191	-0.379782	0.950400	-0.230080	1.238653
3050000.000000	0.212361	-0.963172	-0.356218	0.987231	-0.230147	1.165909
3051000.000000	0.120023	-0.684438	-0.324058	1.015335	-0.230214	1.093166
3052000.000000	0.052237	-0.052178	-0.282448	1.017626	-0.230281	1.020423
3053000.000000	0.043721	0.914568	-0.257175	0.983255	-0.230348	0.947679
3054000.000000	0.066795	1.324414	-0.247222	0.941472	-0.230415	0.874936
3055000.000000	0.094682	1.454069	-0.242583	0.898791	-0.230482	0.802193
3056000.000000	0.123385	1.507650	-0.240166	0.855952	-0.230549	0.729450
3057000.000000	0.152302	1.534844	-0.238880	0.813081	-0.230616	0.656706
3058000.000000	0.181290	1.550813	-0.238259	0.770205	-0.230683	0.583963
3059000.000000	0.210303	1.561298	-0.238073	0.727328	-0.230750	0.511220
3060000.000000	0.239322	1.568809	-0.238202	0.684451	-0.230817	0.438477
3061000.000000	0.268340	1.574604	-0.238571	0.641574	-0.230884	0.365733
3062000.000000	0.297346	1.579338	-0.239139	0.598693	-0.230951	0.292990
3063000.000000	0.326339	1.583402	-0.239876	0.555809	-0.231018	0.220247
3064000.000000	0.355313	1.587023	-0.240765	0.512919	-0.231085	0.147504
3065000.000000	0.384267	1.590351	-0.241793	0.470022	-0.231152	0.074761
3066000.000000	0.413198	1.593480	-0.242953	0.427117	-0.231219	0.002017
3067000.000000	0.442101	1.596480	-0.244239	0.384203	-0.231286	-0.070726
3068000.000000	0.470975	1.599399	-0.245647	0.341279	-0.231353	-0.143469
3069000.000000	0.499817	1.602268	-0.247177	0.298343	-0.231420	-0.216212
3070000.000000	0.528624	1.605118	-0.248826	0.255395	-0.231487	-0.288955
3071000.000000	0.557394	1.607968	-0.250596	0.212433	-0.231554	-0.361699
3072000.000000	0.586123	1.610833	-0.252487	0.169457	-0.231620	-0.434442
3073000.000000	0.614807	1.613731	-0.254500	0.126465	-0.231687	-0.507185
3074000.000000	0.643445	1.616673	-0.256637	0.083456	-0.231754	-0.579928
3075000.000000	0.672031	1.619667	-0.258902	0.040429	-0.231821	-0.652671
3076000.000000	0.700564	1.622727	-0.261295	-0.002617	-0.231888	-0.725414
3077000.000000	0.729039	1.625859	-0.263821	-0.045683	-0.231955	-0.798157
3078000.000000	0.757452	1.629074	-0.266483	-0.088771	-0.232022	-0.870901
3079000.000000	0.785799	1.632379	-0.269285	-0.131881	-0.232089	-0.943644
3080000.000000	0.814076	1.635781	-0.272231	-0.175015	-0.232155	-1.016387
3081000.000000	0.842278	1.639292	-0.275326	-0.218174	-0.232222	-1.089130
3082000.000000	0.870399	1.642919	-0.278574	-0.261360	-0.232289	-1.161873
3083000.000000	0.898435	1.646670	-0.281982	-0.304574	-0.232356	-1.234616
3084000.000000	0.926380	1.650556	-0.285553	-0.347817	-0.232423	-1.307359
3085000.000000	0.954228	1.654583	-0.289296	-0.391090	-0.232489	-1.380102
3086000.000000	0.981971	1.658765	-0.293215	-0.434397	-0.232556	-1.452845
3087000.000000	1.009605	1.663111	-0.297318	-0.477737	-0.232623	-1.525588
3088000.000000	1.037121	1.667630	-0.301613	-0.521112	-0.232690	-1.598331
3089000.000000	1.064512	1.672334	-0.306106	-0.564525	-0.232756	-1.671075
3090000.000000	1.091766	1.677236	-0.310807	-0.607977	-0.232823	-1.743818
3091000.000000	1.118878	1.682349	-0.315723	-0.651469	-0.232890	-1.816561
3092000.000000	1.145835	1.687684	-0.320865	-0.695005	-0.232957	-1.889304
3093000.000000	1.172629	1.693255	-0.326242	-0.738585	-0.233023	-1.962047
3094000.000000	1.199247	1.699079	-0.331865	-0.782211	-0.233090	-2.034790
3095000.000000	1.225677	1.705171	-0.337744	-0.825886	-0.233157	-2.107533
3096000.000000	1.251904	1.711545	-0.343892	-0.869613	-0.233223	-2.180276
3097000.000000	1.277916	1.718221	-0.350320	-0.913392	-0.233290	-2.253019
3098000.000000	1.303697	1.725218	-0.357042	-0.957226	-0.233357	-2.325762
3099000.000000	1.329228	1.732553	-0.364072	-1.001119	-0.233424	-2.398505
3100000.000000	1.354493	1.740247	-0.371424	-1.045071	-0.233490	-2.471248
3101000.000000	1.379472	1.748322	-0.379114	-1.089085	-0.233557	-2.543991
3102000.000000	1.404143	1.756801	-0.387159	-1.133164	-0.233624	-2.616734
3103000.000000	1.428482	1.765706	-0.395574	-1.177311	-0.233690	-2.689477
3104000.000000	1.452465	1.775064	-0.404378	-1.221528	-0.233757	-2.762220
3105000.000000	1.476066	1.784898	-0.413591	-1.265816	-0.233823	-2.834963
3106000.000000	1.499253	1.795237	-0.423232	-1.310180	-0.233890	-2.907706
3107000.000000	1.521995	1.806108	-0.433322	-1.354621	-0.233957	-2.980449
3108000.000000	1.585924	1.836446	-0.433322	-1.354621	-0.234023	-3.053191
3109000.000000	1.649317	1.867921	-0.433322	-1.354621	-0.234090	-3.125934
3110000.000000	1.712088	1.900783	-0.433322	-1.354621	-0.234156	3.084508
3111000.000000	1.774135	1.935309	-0.433322	-1.354621	-0.234223	3.011765
3112000.000000	1.835345	1.971802	-0.433322	-1.354621	-0.234290	2.939022
3113000.000000	1.895583	2.010596	-0.433322	-1.354621	-0.234356	2.866279
3114000.000000	1.954691	2.052069	-0.433322	-1.354621	-0.234423	2.793536
3115000.000000	2.012482	2.096640	-0.433322	-1.354621	-0.234489	2.720793
3116000.000000	2.068733	2.144778	-0.433322	-1.354621	-0.234556	2.648051
3117000.000000	2.123183	2.197002	-0.433322	-1.354621	-0.234622	2.575308
3118000.000000	2.175518	2.253879	-0.433322	-1.354621	-0.234689	2.502565
3119000.000000	2.225372	2.316008	-0.433322	-1.354621	-0.234755	2.429822
3120000.000000	2.272307	2.384001	-0.433322	-1.354621	-0.234822	2.357079
3121000.000000	2.315824	2.458434	-0.433322	-1.354621	-0.234888	2.284336
3122000.000000	2.355347	2.539784	-0.433322	-1.354621	-0.234955	2.211593
3123000.000000	2.390243	2.628326	-0.433322	-1.354621	-0.235021	2.138850
3124000.000000	2.419835	2.724016	-0.433322	-1.354621	-0.235088	2.066108
3125000.000000	2.443447	2.826361	-0.433322	-1.354621	-0.235154	1.993365
3126000.000000	2.460453	2.934319	-0.433322	-1.354621	-0.235220	1.920622
3127000.000000	2.470348	3.046278	-0.433322	-1.354621	-0.235287	1.847879
3128000.000000	2.472818	-3.123029	-0.433322	-1.354621	-0.235353	1.775136
3129000.000000	2.467779	-3.009558	-0.433322	-1.354621	-0.235420	1.702394
3130000.000000	2.455398	-2.898763	-0.433322	-1.354621	-0.235486	1.629651
3131000.000000	2.436061	-2.792587	-0.433322	-1.354621	-0.235553	1.556908
3132000.000000	2.410324	-2.692449	-0.433322	-1.354621	-0.235619	1.484165
3133000.000000	2.378836	-2.599197	-0.433322	-1.354621	-0.235685	1.411422
3134000.000000	2.342278	-2.513158	-0.433322	-1.354621	-0.235752	1.338680
3135000.000000	2.301317	-2.434250	-0.433322	-1.354621	-0.235818	1.265937
3136000.000000	2.256567	-2.362115	-0.433322	-1.354621	-0.235884	1.193194
3137000.000000	2.208576	-2.296236	-0.433322	-1.354621	-0.235951	1.120451
3138000.000000	2.157826	-2.236016	-0.433322	-1.354621	-0.236017	1.047708
3139000.000000	2.104727	-2.180845	-0.433322	-1.354621	-0.236083	0.974966
3140000.000000	2.049626	-2.130133	-0.433322	-1.354621	-0.236150	0.902223
3141000.000000	1.992818	-2.083329	-0.433322	-1.354621	-0.236216	0.829480
3142000.000000	1.934552	-2.039932	-0.433322	-1.354621	-0.236282	0.756738
3143000.000000	1.875035	-1.999491	-0.433322	-1.354621	-0.236349	0.683995
3144000.000000	1.814445	-1.961602	-0.433322	-1.354621	-0.236415	0.611252
3145000.000000	1.752930	-1.925904	-0.433322	-1.354621	-0.236481	0.538509
3146000.000000	1.690619	-1.892076	-0.433322	-1.354621	-0.236548	0.465767
3147000.000000	1.627619	-1.859823	-0.433322	-1.354621	-0.236614	0.393024
3148000.000000	1.522360	-1.809941	-0.443576	-1.310016	-0.236680	0.320281
3149000.000000	1.416608	-1.760333	-0.451829	-1.264709	-0.236746	0.247539
3150000.000000	1.310470	-1.710614	-0.458052	-1.218844	-0.236813	0.174796
3151000.000000	1.204044	-1.660400	-0.462208	-1.172572	-0.236879	0.102053
3152000.000000	1.097424	-1.609269	-0.464244	-1.126051	-0.236945	0.029311
3153000.000000	0.990707	-1.556709	-0.464091	-1.079454	-0.237011	-0.043432
3154000.000000	0.884000	-1.502030	-0.461660	-1.032966	-0.237077	-0.116175
3155000.000000	0.777431	-1.444249	-0.456823	-0.986796	-0.237144	-0.188917
3156000.000000	0.671166	-1.381851	-0.449405	-0.941192	-0.237210	-0.261660
3157000.000000	0.565446	-1.312378	-0.439143	-0.896467	-0.237276	-0.334403
3158000.000000	0.460647	-1.231528	-0.425632	-0.853055	-0.237342	-0.407145
3159000.000000	0.357426	-1.131079	-0.408209	-0.811659	-0.237408	-0.479888
3160000.000000	0.257100	-0.993339	-0.385718	-0.773624	-0.237474	-0.552631
3161000.000000	0.162827	-0.773788	-0.356079	-0.742201	-0.237541	-0.625373
3162000.000000	0.084072	-0.343619	-0.316882	-0.727228	-0.237607	-0.698116
3163000.000000	0.047965	0.487300	-0.280123	-0.747756	-0.237673	-0.770858
3164000.000000	0.060208	1.143759	-0.263065	-0.787218	-0.237739	-0.843601
3165000.000000	0.085947	1.377001	-0.255261	-0.829562	-0.237805	-0.916344
3166000.000000	0.113996	1.467864	-0.251202	-0.872396	-0.237871	-0.989086
3167000.000000	0.142589	1.511333	-0.248947	-0.915338	-0.237937	-1.061829
3168000.000000	0.171356	1.535579	-0.247699	-0.958304	-0.238003	-1.134571
3169000.000000	0.200188	1.550746	-0.247083	-1.001275	-0.238069	-1.207314
3170000.000000	0.229046	1.561146	-0.246900	-1.044245	-0.238136	-1.280056
3171000.000000	0.257911	1.568826	-0.247036	-1.087216	-0.238202	-1.352799
3172000.000000	0.286773	1.574856	-0.247425	-1.130187	-0.238268	-1.425542
3173000.000000	0.315622	1.579850	-0.248021	-1.173162	-0.238334	-1.498284
3174000.000000	0.344457	1.584159	-0.248798	-1.216141	-0.238400	-1.571027
3175000.000000	0.373273	1.588010	-0.249737	-1.259125	-0.238466	-1.643769
3176000.000000	0.402065	1.591554	-0.250823	-1.302118	-0.238532	-1.716512
3177000.000000	0.430830	1.594883	-0.252050	-1.345119	-0.238598	-1.789254
3178000.000000	0.459568	1.598072	-0.253410	-1.388130	-0.238664	-1.861997
3179000.000000	0.488272	1.601167	-0.254901	-1.431152	-0.238730	-1.934739
3180000.000000	0.516941	1.604206	-0.256520	-1.474187	-0.238796	-2.007482
3181000.000000	0.545572	1.607220	-0.258266	-1.517235	-0.238862	-2.080224
3182000.000000	0.574162	1.610231	-0.260138	-1.560298	-0.238928	-2.152967
3183000.000000	0.602705	1.613253	-0.262139	-1.603378	-0.238994	-2.225709
3184000.000000	0.631202	1.616307	-0.264268	-1.646474	-0.239060	-2.298452
3185000.000000	0.659645	1.619404	-0.266528	-1.689589	-0.239126	-2.371194
3186000.000000	0.688033	1.622553	-0.268921	-1.732724	-0.239191	-2.443936
3187000.000000	0.716362	1.625768	-0.271451	-1.775880	-0.239257	-2.516679
3188000.000000	0.744627	1.629059	-0.274119	-1.819058	-0.239323	-2.589421
3189000.000000	0.772825	1.632434	-0.276931	-1.862259	-0.239389	-2.662164
3190000.000000	0.800950	1.635903	-0.279889	-1.905485	-0.239455	-2.734906
3191000.000000	0.828998	1.639474	-0.282999	-1.948738	-0.239521	-2.807649
3192000.000000	0.856963	1.643158	-0.286264	-1.992018	-0.239587	-2.880391
3193000.000000	0.884842	1.646962	-0.289691	-2.035327	-0.239653	-2.953134
3194000.000000	0.912625	1.650896	-0.293284	-2.078667	-0.239719	-3.025876
3195000.000000	0.940309	1.654969	-0.297049	-2.122039	-0.239784	-3.098618
3196000.000000	0.967886	1.659191	-0.300994	-2.165445	-0.239850	3.111825
3197000.000000	0.995350	1.663575	-0.305123	-2.208887	-0.239916	3.039082
3198000.000000	1.022692	1.668128	-0.309446	-2.252366	-0.239982	2.966340
3199000.000000	1.049906	1.672863	-0.313969	-2.295884	-0.240048	2.893597
3200000.000000	1.076981	1.677791	-0.318700	-2.339443	-0.240114	2.820855
3201000.000000	1.103910	1.682924	-0.323648	-2.383044	-0.240179	2.748113
3202000.000000	1.130681	1.688277	-0.328821	-2.426691	-0.240245	2.675370
3203000.000000	1.157283	1.693861	-0.334231	-2.470385	-0.240311	2.602628
3204000.000000	1.183705	1.699692	-0.339887	-2.514128	-0.240377	2.529886
3205000.000000	1.209937	1.705783	-0.345799	-2.557922	-0.240442	2.457143
3206000.000000	1.235962	1.712153	-0.351979	-2.601770	-0.240508	2.384401
3207000.000000	1.261766	1.718817	-0.358440	-2.645674	-0.240574	2.311659
3208000.000000	1.287336	1.725793	-0.365194	-2.689636	-0.240640	2.238916
3209000.000000	1.312652	1.733098	-0.372254	-2.733660	-0.240705	2.166174
3210000.000000	1.337697	1.740754	-0.379635	-2.777747	-0.240771	2.093432
3211000.000000	1.362451	1.748780	-0.387351	-2.821901	-0.240837	2.020689
3212000.000000	1.386893	1.757198	-0.395420	-2.866124	-0.240903	1.947947
3213000.000000	1.411000	1.766028	-0.403856	-2.910418	-0.240968	1.875205
3214000.000000	1.434746	1.775296	-0.412679	-2.954788	-0.241034	1.802463
3215000.000000	1.458106	1.785026	-0.421905	-2.999235	-0.241100	1.729720
3216000.000000	1.481049	1.795240	-0.431554	-3.043763	-0.241165	1.656978
3217000.000000	1.503546	1.805966	-0.441646	-3.088374	-0.241231	1.584236
3218000.000000	1.525560	1.817231	-0.452203	-3.133073	-0.241297	1.511493
3219000.000000	1.588723	1.848853	-0.452203	-3.133073	-0.241362	1.438751
3220000.000000	1.651306	1.881643	-0.452203	-3.133073	-0.241428	1.366009
3221000.000000	1.713218	1.915856	-0.452203	-3.133073	-0.241493	1.293267
3222000.000000	1.774352	1.951771	-0.452203	-3.133073	-0.241559	1.220524
3223000.000000	1.834586	1.989691	-0.452203	-3.133073	-0.241625	1.147782
3224000.000000	1.893778	2.029948	-0.452203	-3.133073	-0.241690	1.075040
3225000.000000	1.951761	2.072916	-0.452203	-3.133073	-0.241756	1.002298
3226000.000000	2.008339	2.119001	-0.452203	-3.133073	-0.241821	0.929556
3227000.000000	2.063283	2.168659	-0.452203	-3.133073	-0.241887	0.856813
3228000.000000	2.116319	2.222380	-0.452203	-3.133073	-0.241953	0.784071
3229000.000000	2.167130	2.280690	-0.452203	-3.133073	-0.242018	0.711329
3230000.000000	2.215340	2.344134	-0.452203	-3.133073	-0.242084	0.638587
3231000.000000	2.260519	2.413247	-0.452203	-3.133073	-0.242149	0.565845
3232000.000000	2.302167	2.488508	-0.452203	-3.133073	-0.242215	0.493103
3233000.000000	2.339733	2.570273	-0.452203	-3.133073	-0.242280	0.420360
3234000.000000	2.372609	2.658684	-0.452203	-3.133073	-0.242346	0.347618
3235000.000000	2.400171	2.753566	-0.452203	-3.133073	-0.242411	0.274876
3236000.000000	2.421802	2.854329	-0.452203	-3.133073	-0.242477	0.202134
3237000.000000	2.436955	2.959896	-0.452203	-3.133073	-0.242542	0.129392
3238000.000000	2.445204	3.068720	-0.452203	-3.133073	-0.242608	0.056650
3239000.000000	2.446304	-3.104293	-0.452203	-3.133073	-0.242673	-0.016093
3240000.000000	2.440219	-2.994846	-0.452203	-3.133073	-0.242739	-0.088835
3241000.000000	2.427135	-2.888108	-0.452203	-3.133073	-0.242804	-0.161577
3242000.000000	2.407427	-2.785753	-0.452203	-3.133073	-0.242870	-0.234319
3243000.000000	2.381613	-2.689005	-0.452203	-3.133073	-0.242935	-0.307061
3244000.000000	2.350291	-2.598601	-0.452203	-3.133073	-0.243000	-0.379803
3245000.000000	2.314091	-2.514833	-0.452203	-3.133073	-0.243066	-0.452545
3246000.000000	2.273627	-2.437643	-0.452203	-3.133073	-0.243131	-0.525287
3247000.000000	2.229470	-2.366730	-0.452203	-3.133073	-0.243197	-0.598029
3248000.000000	2.182136	-2.301645	-0.452203	-3.133073	-0.243262	-0.670771
3249000.000000	2.132077	-2.241865	-0.452203	-3.133073	-0.243327	-0.743513
3250000.000000	2.079682	-2.186846	-0.452203	-3.133073	-0.243393	-0.816255
3251000.000000	2.025289	-2.136051	-0.452203	-3.133073	-0.243458	-0.888998
3252000.000000	1.969182	-2.088980	-0.452203	-3.133073	-0.243523	-0.961740
3253000.000000	1.911604	-2.045168	-0.452203	-3.133073	-0.243589	-1.034482
3254000.000000	1.852760	-2.004193	-0.452203	-3.133073	-0.243654	-1.107224
3255000.000000	1.792825	-1.965673	-0.452203	-3.133073	-0.243719	-1.179966
3256000.000000	1.731948	-1.929265	-0.452203	-3.133073	-0.243785	-1.252708
3257000.000000	1.670257	-1.894657	-0.452203	-3.133073	-0.243850	-1.325450
